SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
2323,03/07/2003,,Canada,1/22/2020,251,38,193
2324,03/07/2003,,China,1/22/2020,5327,348,4933
2325,03/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1429
2326,03/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2327,03/07/2003,,"Taiwan, China",1/22/2020,674,84,498
2328,03/07/2003,,Colombia,1/22/2020,1,0,1
2329,03/07/2003,,Finland,1/22/2020,1,0,1
2330,03/07/2003,,France,1/22/2020,7,0,6
2331,03/07/2003,,Germany,1/22/2020,10,0,9
2332,03/07/2003,,India,1/22/2020,3,0,3
2333,03/07/2003,,Indonesia,1/22/2020,2,0,2
2334,03/07/2003,,Italy,1/22/2020,4,0,4
2335,03/07/2003,,Kuwait,1/22/2020,1,0,1
2336,03/07/2003,,Malaysia,1/22/2020,5,2,3
2337,03/07/2003,,Mongolia,1/22/2020,9,0,9
2338,03/07/2003,,New Zealand,1/22/2020,1,0,1
2339,03/07/2003,,Philippines,1/22/2020,14,2,12
2340,03/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2341,03/07/2003,,Republic of Korea,1/22/2020,3,0,3
2342,03/07/2003,,Romania,1/22/2020,1,0,1
2343,03/07/2003,,Russian Federation,1/22/2020,1,0,0
2344,03/07/2003,,Singapore,1/22/2020,206,32,171
2345,03/07/2003,,South Africa,1/22/2020,1,1,0
2346,03/07/2003,,Spain,1/22/2020,1,0,1
2347,03/07/2003,,Sweden,1/22/2020,3,0,3
2348,03/07/2003,,Switzerland,1/22/2020,1,0,1
2349,03/07/2003,,Thailand,1/22/2020,9,2,7
2350,03/07/2003,,United Kingdom,1/22/2020,4,0,4
2351,03/07/2003,,United States,1/22/2020,73,0,65
2352,03/07/2003,,Viet Nam,1/22/2020,63,5,58
2353,04/07/2003,,Brazil,1/22/2020,1,0,1
2354,04/07/2003,,Canada,1/22/2020,251,38,193
2355,04/07/2003,,China,1/22/2020,5327,348,4934
2356,04/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1430
2357,04/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2358,04/07/2003,,"Taiwan, China",1/22/2020,674,84,500
2359,04/07/2003,,Colombia,1/22/2020,1,0,1
2360,04/07/2003,,Finland,1/22/2020,1,0,1
2361,04/07/2003,,France,1/22/2020,7,0,6
2362,04/07/2003,,Germany,1/22/2020,10,0,9
2363,04/07/2003,,India,1/22/2020,3,0,3
2364,04/07/2003,,Indonesia,1/22/2020,2,0,2
2365,04/07/2003,,Italy,1/22/2020,4,0,4
2366,04/07/2003,,Kuwait,1/22/2020,1,0,1
2367,04/07/2003,,Malaysia,1/22/2020,5,2,3
2368,04/07/2003,,Mongolia,1/22/2020,9,0,9
2369,04/07/2003,,New Zealand,1/22/2020,1,0,1
2370,04/07/2003,,Philippines,1/22/2020,14,2,12
2371,04/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2372,04/07/2003,,Republic of Korea,1/22/2020,3,0,3
2373,04/07/2003,,Romania,1/22/2020,1,0,1
2374,04/07/2003,,Russian Federation,1/22/2020,1,0,0
2375,04/07/2003,,Singapore,1/22/2020,206,32,171
2376,04/07/2003,,South Africa,1/22/2020,1,1,0
2377,04/07/2003,,Spain,1/22/2020,1,0,1
2378,04/07/2003,,Sweden,1/22/2020,3,0,3
2379,04/07/2003,,Switzerland,1/22/2020,1,0,1
2380,04/07/2003,,Thailand,1/22/2020,9,2,7
2381,04/07/2003,,United Kingdom,1/22/2020,4,0,4
2382,04/07/2003,,United States,1/22/2020,73,0,65
2383,04/07/2003,,Viet Nam,1/22/2020,63,5,58
2384,07/07/2003,,Brazil,1/22/2020,1,0,1
2385,07/07/2003,,Canada,1/22/2020,251,38,193
2386,07/07/2003,,China,1/22/2020,5327,348,4934
2387,07/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1430
2388,07/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2389,07/07/2003,,"Taiwan, China",1/22/2020,674,84,500
2390,07/07/2003,,Colombia,1/22/2020,1,0,1
2391,07/07/2003,,Finland,1/22/2020,1,0,1
2392,07/07/2003,,France,1/22/2020,7,0,6
2393,07/07/2003,,Germany,1/22/2020,10,0,9
2394,07/07/2003,,India,1/22/2020,3,0,3
2395,07/07/2003,,Indonesia,1/22/2020,2,0,2
2396,07/07/2003,,Italy,1/22/2020,4,0,4
2397,07/07/2003,,Kuwait,1/22/2020,1,0,1
2398,07/07/2003,,Malaysia,1/22/2020,5,2,3
2399,07/07/2003,,Mongolia,1/22/2020,9,0,9
2400,07/07/2003,,New Zealand,1/22/2020,1,0,1
2401,07/07/2003,,Philippines,1/22/2020,14,2,12
2402,07/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2403,07/07/2003,,Republic of Korea,1/22/2020,3,0,3
2404,07/07/2003,,Romania,1/22/2020,1,0,1
2405,07/07/2003,,Russian Federation,1/22/2020,1,0,0
2406,07/07/2003,,Singapore,1/22/2020,206,32,171
2407,07/07/2003,,South Africa,1/22/2020,1,1,0
2408,07/07/2003,,Spain,1/22/2020,1,0,1
2409,07/07/2003,,Sweden,1/22/2020,3,0,3
2410,07/07/2003,,Switzerland,1/22/2020,1,0,1
2411,07/07/2003,,Thailand,1/22/2020,9,2,7
2412,07/07/2003,,United Kingdom,1/22/2020,4,0,4
2413,07/07/2003,,United States,1/22/2020,73,0,65
2414,07/07/2003,,Viet Nam,1/22/2020,63,5,58
2415,08/07/2003,,Brazil,1/22/2020,1,0,1
2416,08/07/2003,,Canada,1/22/2020,250,38,194
2417,08/07/2003,,China,1/22/2020,5327,348,4934
2418,08/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1430
2419,08/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2420,08/07/2003,,"Taiwan, China",1/22/2020,671,84,502
2421,08/07/2003,,Colombia,1/22/2020,1,0,1
2422,08/07/2003,,Finland,1/22/2020,1,0,1
2423,08/07/2003,,France,1/22/2020,7,0,6
2424,08/07/2003,,Germany,1/22/2020,10,0,9
2425,08/07/2003,,India,1/22/2020,3,0,3
2426,08/07/2003,,Indonesia,1/22/2020,2,0,2
2427,08/07/2003,,Italy,1/22/2020,4,0,4
2428,08/07/2003,,Kuwait,1/22/2020,1,0,1
2429,08/07/2003,,Malaysia,1/22/2020,5,2,3
2430,08/07/2003,,Mongolia,1/22/2020,9,0,9
2431,08/07/2003,,New Zealand,1/22/2020,1,0,1
2432,08/07/2003,,Philippines,1/22/2020,14,2,12
2433,08/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2434,08/07/2003,,Republic of Korea,1/22/2020,3,0,3
2435,08/07/2003,,Romania,1/22/2020,1,0,1
2436,08/07/2003,,Russian Federation,1/22/2020,1,0,0
2437,08/07/2003,,Singapore,1/22/2020,206,32,171
2438,08/07/2003,,South Africa,1/22/2020,1,1,0
2439,08/07/2003,,Spain,1/22/2020,1,0,1
2440,08/07/2003,,Sweden,1/22/2020,3,0,3
2441,08/07/2003,,Switzerland,1/22/2020,1,0,1
2442,08/07/2003,,Thailand,1/22/2020,9,2,7
2443,08/07/2003,,United Kingdom,1/22/2020,4,0,4
2444,08/07/2003,,United States,1/22/2020,74,0,64
2445,08/07/2003,,Viet Nam,1/22/2020,63,5,58
2446,09/07/2003,,Brazil,1/22/2020,1,0,1
2447,09/07/2003,,Canada,1/22/2020,249,38,193
2448,09/07/2003,,China,1/22/2020,5327,348,4939
2449,09/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1431
2450,09/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2451,09/07/2003,,"Taiwan, China",1/22/2020,671,84,504
2452,09/07/2003,,Colombia,1/22/2020,1,0,1
2453,09/07/2003,,Finland,1/22/2020,1,0,1
2454,09/07/2003,,France,1/22/2020,7,0,6
2455,09/07/2003,,Germany,1/22/2020,10,0,9
2456,09/07/2003,,India,1/22/2020,3,0,3
2457,09/07/2003,,Indonesia,1/22/2020,2,0,2
2458,09/07/2003,,Italy,1/22/2020,4,0,4
2459,09/07/2003,,Kuwait,1/22/2020,1,0,1
2460,09/07/2003,,Malaysia,1/22/2020,5,2,3
2461,09/07/2003,,Mongolia,1/22/2020,9,0,9
2462,09/07/2003,,New Zealand,1/22/2020,1,0,1
2463,09/07/2003,,Philippines,1/22/2020,14,2,12
2464,09/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2465,09/07/2003,,Republic of Korea,1/22/2020,3,0,3
2466,09/07/2003,,Romania,1/22/2020,1,0,1
2467,09/07/2003,,Russian Federation,1/22/2020,1,0,0
2468,09/07/2003,,Singapore,1/22/2020,206,32,171
2469,09/07/2003,,South Africa,1/22/2020,1,1,0
2470,09/07/2003,,Spain,1/22/2020,1,0,1
2471,09/07/2003,,Sweden,1/22/2020,3,0,3
2472,09/07/2003,,Switzerland,1/22/2020,1,0,1
2473,09/07/2003,,Thailand,1/22/2020,9,2,7
2474,09/07/2003,,United Kingdom,1/22/2020,4,0,4
2475,09/07/2003,,United States,1/22/2020,75,0,67
2476,09/07/2003,,Viet Nam,1/22/2020,63,5,58
2477,10/07/2003,,Brazil,1/22/2020,1,0,1
2478,10/07/2003,,Canada,1/22/2020,250,38,194
2479,10/07/2003,,China,1/22/2020,5327,348,4941
2480,10/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1431
2481,10/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2482,10/07/2003,,"Taiwan, China",1/22/2020,671,84,506
2483,10/07/2003,,Colombia,1/22/2020,1,0,1
2484,10/07/2003,,Finland,1/22/2020,1,0,1
2485,10/07/2003,,France,1/22/2020,7,0,6
2486,10/07/2003,,Germany,1/22/2020,10,0,9
2487,10/07/2003,,India,1/22/2020,3,0,3
2488,10/07/2003,,Indonesia,1/22/2020,2,0,2
2489,10/07/2003,,Italy,1/22/2020,4,0,4
2490,10/07/2003,,Kuwait,1/22/2020,1,0,1
2491,10/07/2003,,Malaysia,1/22/2020,5,2,3
2492,10/07/2003,,Mongolia,1/22/2020,9,0,9
2493,10/07/2003,,New Zealand,1/22/2020,1,0,1
2494,10/07/2003,,Philippines,1/22/2020,14,2,12
2495,10/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2496,10/07/2003,,Republic of Korea,1/22/2020,3,0,3
2497,10/07/2003,,Romania,1/22/2020,1,0,1
2498,10/07/2003,,Russian Federation,1/22/2020,1,0,0
2499,10/07/2003,,Singapore,1/22/2020,206,32,172
2500,10/07/2003,,South Africa,1/22/2020,1,1,0
2501,10/07/2003,,Spain,1/22/2020,1,0,1
2502,10/07/2003,,Sweden,1/22/2020,3,0,3
2503,10/07/2003,,Switzerland,1/22/2020,1,0,1
2504,10/07/2003,,Thailand,1/22/2020,9,2,7
2505,10/07/2003,,United Kingdom,1/22/2020,4,0,4
2506,10/07/2003,,United States,1/22/2020,75,0,67
2507,10/07/2003,,Viet Nam,1/22/2020,63,5,58
2508,11/07/2003,,Brazil,1/22/2020,1,0,1
2509,11/07/2003,,Canada,1/22/2020,250,38,194
2510,11/07/2003,,China,1/22/2020,5327,348,4941
2511,11/07/2003,,"Hong Kong SAR, China",1/22/2020,1755,298,1433
2512,11/07/2003,,"Macao SAR, China",1/22/2020,1,0,1
2513,11/07/2003,,"Taiwan, China",1/22/2020,671,84,507
2514,11/07/2003,,Colombia,1/22/2020,1,0,1
2515,11/07/2003,,Finland,1/22/2020,1,0,1
2516,11/07/2003,,France,1/22/2020,7,1,6
2517,11/07/2003,,Germany,1/22/2020,10,0,9
2518,11/07/2003,,India,1/22/2020,3,0,3
2519,11/07/2003,,Indonesia,1/22/2020,2,0,2
2520,11/07/2003,,Italy,1/22/2020,4,0,4
2521,11/07/2003,,Kuwait,1/22/2020,1,0,1
2522,11/07/2003,,Malaysia,1/22/2020,5,2,3
2523,11/07/2003,,Mongolia,1/22/2020,9,0,9
2524,11/07/2003,,New Zealand,1/22/2020,1,0,1
2525,11/07/2003,,Philippines,1/22/2020,14,2,12
2526,11/07/2003,,Republic of Ireland,1/22/2020,1,0,1
2527,11/07/2003,,Republic of Korea,1/22/2020,3,0,3
2528,11/07/2003,,Romania,1/22/2020,1,0,1
2529,11/07/2003,,Russian Federation,1/22/2020,1,0,0
2530,11/07/2003,,Singapore,1/22/2020,206,32,172
2531,11/07/2003,,South Africa,1/22/2020,1,1,0
2532,11/07/2003,,Spain,1/22/2020,1,0,1
2533,11/07/2003,,Sweden,1/22/2020,3,0,3
2534,11/07/2003,,Switzerland,1/22/2020,1,0,1
2535,11/07/2003,,Thailand,1/22/2020,9,2,7
2536,11/07/2003,,United Kingdom,1/22/2020,4,0,4
2537,11/07/2003,,United States,1/22/2020,75,0,67
2538,11/07/2003,,Viet Nam,1/22/2020,63,5,58
